idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strInstructionsES,strInstructionsDE,strInstructionsFR,strInstructionsIT,strInstructionsZH-HANS,strInstructionsZH-HANT,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified,ENH_Measure1a,ENH_Measure1b,ENH_Measure1c,ENH_Measure1d,ENH_Measure1e
11470,Havana Cocktail,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.","En una coctelera llena hasta la mitad con cubitos de hielo, mezcle todos los ingredientes. Agitar bien. Colar en una copa de cóctel.","In einem Shaker, der halb mit Eiswürfel gefüllt ist, alle Zutaten vermengen. Gut schütteln. In ein Cocktailglas abseihen.","Dans un shaker à moitié rempli de glaçons, mélanger tous les ingrédients. Bien agiter. Filtrer dans un verre à cocktail.","In uno shaker riempito a metà con cubetti di ghiaccio, unire tutti gli ingredienti.Agitare bene.Filtrare in un bicchiere da cocktail.",,,https://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg,Light rum,Pineapple juice,Lemon juice,,,,,,,,,,,,,1 oz ,1 oz ,1 tsp ,,,,,,,,,,,,,,,N,2017-09-08 16:01:40,1,oz,,,
12954,Holloween Punch,,,,Punch / Party Drink,,Non alcoholic,Punch bowl,"Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine.","Coge un montón de zumo de uva y un montón de bebidas gaseosas (club soda, ginger ale, lima, lo que sea). Mézclalos en una ponchera. Coge sorbete de naranja y sorbete de lima. Saca cucharadas y ponlas a flotar en el ponche, deja que se derritan un poco para que se extienda una película desagradable por toda la parte superior del ponche, pero sigue habiendo ""burbujas"" en forma de cucharadas de sorbete. Tiene un aspecto horrible, pero sabe muy bien.","Nimm viel Traubensaft und kohlensäurehaltige Flüssigkeiten (Club-Soda, Ginger Ale, Zitronenlimonade, was auch immer). In einer Bowle mischen. Nehmen Sie Orangenbrause und Limettenbrause. Bläschen im Punsch schweben lassen, sie ein wenig zergehen lassen, so dass sich ein böser Film über die Oberseite des Punschs verteilt, aber es gibt immer noch ""Blasen"" in Form von Brause-Schälchen darin. Sieht schrecklich aus, schmeckt gut.","Prenez un paquet de jus de raisin et un paquet de boissons gazeuses (club soda, ginger ale, lemonlime, etc.). Mélangez-les dans un bol à punch. Prenez du sorbet à l'orange et du sorbet au citron vert. Prélevez des boules et faites-les flotter dans le punch, laissez-les fondre un peu pour qu'une pellicule désagréable s'étende sur le dessus du punch mais qu'il y ait encore des ""bulles"" sous la forme de boules de sorbet. L'aspect est horrible, mais le goût est excellent.","Prendi un mazzetto di succo d'uva e un po 'di roba frizzante (club soda, ginger ale, sprite, qualunque cosa).
Mescolali in una ciotola da punch.
Prendi il sorbetto all'arancia e il sorbetto al lime.
Estrarre le palette e farle galleggiare nel punch, lasciarle sciogliere un po 'in modo che una pellicola sgradevole si diffonda su tutta la parte superiore del punch ma ci siano ancora delle ""bolle"" sotto forma di palline di sorbetto.
Sembra orribile, ha un buon sapore.",,,https://www.thecocktaildb.com/images/media/drink/lfeoe41504888925.jpg,Grape juice,Carbonated soft drink,Sherbet,Sherbet,,,,,,,,,,,,,", orange
",,,,,,,,,,,,,,,,N,2017-09-08 17:42:05,,,,,
17044,Homemade Kahlua,,,,Homemade Liqueur,,Alcoholic,Collins Glass,"Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks.","Disolver el azúcar en 2 tazas de agua hirviendo y añadir el jarabe de maíz. Disuelva el café instantáneo en el agua restante. Vierta el jarabe y el café en una jarra de un galón. Dejar enfriar. Añada el vodka y la vainilla cuando esté frío. Para obtener el mejor resultado, deja que la mezcla ""madure"" durante 4-5 semanas.","Zucker in 2 Tassen kochendem Wasser auflösen und Maissirup hinzufügen. Lösen Sie den Instantkaffee in dem verbleibenden Wasser auf. Geben Sie Sirup und Kaffee in eine Kanne. Abkühlen lassen. Fügen Sie Wodka und Vanille hinzu, wenn sie kalt sind. Für das beste Ergebnis lassen Sie die Mischung 4-5 Wochen ""reifen"".","Dissoudre le sucre dans 2 tasses d'eau bouillante et ajouter le sirop de maïs. Dissoudre le café instantané dans le reste de l'eau. Verser le sirop et le café dans un pot de gallon. Laisser refroidir. Ajouter la vodka et la vanille lorsqu'elle est froide. Pour un résultat optimal, laissez le mélange ""mûrir"" pendant 4 à 5 semaines.","Sciogliere lo zucchero in 2 tazze di acqua bollente e aggiungere lo sciroppo di mais.
Sciogliere il caffè solubile nell'acqua rimasta.
Versare lo sciroppo e il caffè in una brocca da un gallone.
Lascialo raffreddare.
Aggiungere la vodka e la vaniglia quando sono fredde.
Per il miglior risultato lasciare ""maturare"" la miscela per 4-5 settimane.",,,https://www.thecocktaildb.com/images/media/drink/uwtsst1441254025.jpg,Sugar,Corn syrup,Coffee,Vanilla extract,Water,Vodka,,,,,,,,,,2 1/2 cups ,1 cup ,1 1/2 oz instant ,2 oz ,3 cups boiling ,1 fifth ,,,,,,,,,,,,N,2015-09-03 05:20:25,2,1/2,cups,,
14782,Hot Creamy Bush,,,,Coffee / Tea,,Alcoholic,Irish coffee cup,Combine all ingredients in glass,,Alle Zutaten in einem Glas vermengen.,,Unisci tutti gli ingredienti in un bicchiere,,,https://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,Irish whiskey,Baileys irish cream,Coffee,,,,,,,,,,,,,1 shot ,3/4 shot ,6 oz hot ,,,,,,,,,,,,,,,N,2016-08-31 19:27:17,1,shot,,,
11462,Harvey Wallbanger,,"IBA,ContemporaryClassic",,Ordinary Drink,Contemporary Classics,Alcoholic,Collins glass,"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.","Mezcle el vodka y el zumo de naranja con hielo en el vaso y, a continuación, deje flotar el Galliano por encima. Decorar y servir.","Wodka und Orangensaft mit Eis im Glas verrühren, dann den Galliano darauf verteilen. Garnieren und servieren.","Remuez la vodka et le jus d'orange avec de la glace dans le verre, puis faites flotter le Galliano sur le dessus. Décorez et servez.","Mescolare la vodka e il succo d'arancia con ghiaccio nel bicchiere, successivamente versa nel drink il Galliano. Guarnire e servire.",,,https://www.thecocktaildb.com/images/media/drink/7os4gs1606854357.jpg,Vodka,Galliano,Orange juice,,,,,,,,,,,,,1 oz ,1/2 oz ,4 oz ,,,,,,,,,,,,,https://pxhere.com/en/photo/1435855,rawpixel.com,Y,2017-09-02 17:28:45,1,oz,,,
11472,Hawaiian Cocktail,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","Agitar todos los ingredientes con hielo, colar en una copa de cóctel y servir.","Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.","Secouer tous les ingrédients avec de la glace, filtrer dans un verre à cocktail et servir.","Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.",,,https://www.thecocktaildb.com/images/media/drink/ujoh9x1504882987.jpg,Gin,Triple sec,Pineapple juice,,,,,,,,,,,,,2 oz ,1/2 oz ,1 tblsp ,,,,,,,,,,,,,,,N,2017-09-08 16:03:07,2,oz,,,
17201,Hemingway Special,,"IBA,ContemporaryClassic",,Ordinary Drink,Contemporary Classics,Alcoholic,Cocktail glass,Pour all ingredients into a shaker with ice. Shake.,Vierta todos los ingredientes en una coctelera con hielo. Agitar.,Alle Zutaten in einen Shaker mit Eis geben. Schütteln.,Verser tous les ingrédients dans un shaker avec des glaçons. Agiter.,"Versare tutti gli ingredienti in uno shaker con ghiaccio.
Agita.",,,https://www.thecocktaildb.com/images/media/drink/jfcvps1504369888.jpg,Rum,Grapefruit Juice,Maraschino Liqueur,Lime Juice,,,,,,,,,,,,12 parts,8 parts,3 parts,3 parts,,,,,,,,,,,,,,N,2017-09-02 17:31:28,12,parts,,,
11476,Highland Fling Cocktail,,,,Ordinary Drink,,Alcoholic,Cocktail glass,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,Remover todos los ingredientes (excepto la aceituna) con hielo y colar en una copa de cóctel. Añada la aceituna y sirva.,Alle Zutaten (außer Oliven) mit Eis verrühren und in ein Cocktailglas abseihen. Die Olive dazugeben und servieren.,Mélanger tous les ingrédients (sauf l'olive) avec de la glace et filtrer dans un verre à cocktail. Ajouter l'olive et servir.,Mescolare tutti gli ingredienti (eccetto l'oliva) con ghiaccio e filtrare in una coppetta da cocktail.Aggiungere l'oliva e servire.,,,https://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg,Scotch,Sweet Vermouth,Orange bitters,Olive,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,2 dashes ,1 ,,,,,,,,,,,,,,N,2017-04-23 20:25:53,1,1/2,oz,,
12738,Hot Chocolate to Die for,,,,Cocoa,,Non alcoholic,Coffee mug,"Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream.","Derretir el chocolate, la mantequilla y la vainilla al baño maría. Cuando todo esté suave, agrega la crema.","Schokolade, Butter und Vanille in einem Doppelkocher schmelzen. Wenn es glatt ist, die Sahne unterrühren.",,"Sciogliere il cioccolato, il burro e la vaniglia a bagnomaria.Quando risulterà liscio aggiungere la panna.",,,https://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg,Chocolate,Butter,Vanilla extract,Half-and-half,Marshmallows,,,,,,,,,,,12 oz fine ,1 tsp ,1/2 tsp ,1 cup ,mini ,,,,,,,,,,,,,N,2017-02-20 15:06:06,12,oz,fine,,
17176,Ipamena,,,,Ordinary Drink,,Non alcoholic,Wine Glass,"Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime",,"Eine halbe Limette in Stücke schneiden, in einen Shaker geben, Zucker hinzufügen und zerdrücken. Passionsfruchtsaft abmessen, in den Shaker geben und mit Eiswürfeln auffüllen. Schließen Sie den Shaker und schütteln Sie ihn kräftig. Die Flüssigkeit in ein Glas gießen, mit Ginger Ale auffüllen, mit einem Teelöffel umrühren und dann den Rand des Glases mit einer Scheibe Limette garnieren.",,"Tagliare a pezzi mezzo lime, metterlo in uno shaker, aggiungere lo zucchero e schiacciare.
Misurate il succo di frutto della passione, aggiungetelo allo shaker e riempitelo con cubetti di ghiaccio.
Chiudi lo shaker e agita energicamente.
Versare il liquido in un bicchiere, rabboccare con ginger ale, mescolare con un cucchiaino e poi guarnire il bordo del bicchiere con una fetta di lime",,,https://www.thecocktaildb.com/images/media/drink/yswuwp1469090992.jpg,Lime,Brown sugar,Passion fruit juice,Ginger ale,Ice,,,,,,,,,,,½,2 tsp,4 cl,top up with,fill,,,,,,,,,,,,,N,2016-07-21 09:49:52,½,,,,
13539,Ice Pick,,,,Ordinary Drink,,Alcoholic,Collins Glass,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,Ponga el vodka en un vaso y llénelo con té helado. Añada limón al gusto.,Wodka in ein Glas geben und mit Eistee füllen. Nach Belieben Zitrone unterrühren.,Verser la vodka dans un verre et le remplir de thé glacé. Incorporer le citron selon le goût.,"Metti la vodka in un bicchiere con del tè freddo.
Mescolare il limone a piacere.",,,https://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg,Vodka,Iced tea,Lemon juice,,,,,,,,,,,,,1 1/2 oz ,6 oz ," to taste
",,,,,,,,,,,,,,,N,2016-07-21 10:02:06,1,1/2,oz,,
12770,Iced Coffee,,,,Coffee / Tea,,Non alcoholic,Coffee mug,Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.,Mezclar hasta que el café y el azúcar se disuelvan. Agrega la leche. Agite bien. Usar una licuadora o una batidora produce una bebida muy espumosa. Servir en taza de café.,"Zusammenmischen, bis Kaffee und Zucker aufgelöst sind. Milch zugeben. Gut schütteln. Die Verwendung eines Mixers oder Milchshakemachers ergibt es ein sehr schaumiges Getränk. In einer Kaffeetasse servieren.",,Mescolare fino a quando il caffè e lo zucchero si saranno sciolti. Aggiungi il latte. Agitare bene. L'uso di un frullatore o di un frullato produce una bevanda molto schiumosa. Servito in tazza da caffè.,,,https://www.thecocktaildb.com/images/media/drink/ytprxy1454513855.jpg,Coffee,Sugar,Water,Milk,,,,,,,,,,,,1/4 cup instant ,1/4 cup ,1/4 cup hot ,4 cups cold ,,,,,,,,,,,,,,N,2016-02-03 15:37:35,1/4,cup,instant,,
12820,Irish Cream,,,,Homemade Liqueur,,Alcoholic,Irish coffee cup,Mix scotch and milk. Add half-and-half. Add rest.,,Halb Scotch und halb Milch mischen. Rest hinzufügen.,,"Mescola tutti gli ingredienti in un frullatore fino a ottenere un composto omogeneo.
Da tenere in frigorifero. Servire con ghiaccio o miscelato in cocktail, agitando prima di ogni utilizzo",,,https://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg,Scotch,Half-and-half,Condensed milk,Coconut syrup,Chocolate syrup,,,,,,,,,,,1 cup ,1 1/4 cup ,1 can sweetened ,3 drops ,1 tblsp ,,,,,,,,,,,,,N,2017-09-08 16:31:39,1,cup,,,
13971,Irish Coffee,,"IBA,ContemporaryClassic",,Coffee / Tea,Contemporary Classics,Alcoholic,Irish coffee cup,"Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot.",,"Kaffee, Whiskey und Zucker erhitzen; nicht kochen lassen. In ein Glas geben und mit Sahne übergießen; heiß servieren.",,"Riscaldare il caffè, il whisky e lo zucchero; non bollire. Versare nel bicchiere e ricoprire con la panna; servito caldo.",,,https://www.thecocktaildb.com/images/media/drink/sywsqw1439906999.jpg,Irish whiskey,Coffee,Sugar,Whipped cream,,,,,,,,,,,,1 1/2 oz ,8 oz ,1 tsp ,1 tblsp ,,,,,,,,,,,,,,N,2015-08-18 15:09:59,1,1/2,oz,,
11528,Irish Spring,,,,Ordinary Drink,,Alcoholic,Collins glass,"Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve.","Verter todos los ingredientes (excepto la rodaja de naranja y la cereza) en un vaso collins sobre cubitos de hielo. Decorar con la rodaja de naranja, añadir la cereza por encima y servir.","Alle Zutaten (außer Orangenscheibe und Kirsche) in ein Collins-Glas über Eiswürfel gießen. Mit der Orangenscheibe garnieren, die Kirsche darüber geben und servieren.","Verser tous les ingrédients (sauf la tranche d'orange et la cerise) dans un verre Collins sur des glaçons. Décorez avec la tranche d'orange, ajoutez la cerise sur le dessus et servez.","Versare tutti gli ingredienti (tranne la fetta d'arancia e la ciliegia) in un bicchiere Collins con cubetti di ghiaccio. Guarnire con la fetta d'arancia, aggiungere la ciliegina sulla torta e servire.",,,https://www.thecocktaildb.com/images/media/drink/sot8v41504884783.jpg,Irish whiskey,Peach brandy,Orange juice,Sweet and sour,Orange,Cherry,,,,,,,,,,1 oz ,1/2 oz ,1 oz ,1 oz ,1 slice ,1 ,,,,,,,,,,,,N,2017-09-08 16:33:03,1,oz,,,
11524,Imperial Fizz,,,,Ordinary Drink,,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.","Agitar todos los ingredientes (excepto el agua carbonatada) con hielo y colar en un vaso highball sobre dos cubitos de hielo. Rellenar con agua carbonatada, remover y servir.","Alle Zutaten (außer kohlensäurehaltigem Wasser) mit Eis schütteln und über zwei Eiswürfel in ein Highball-Glas abseihen. Mit kohlensäurehaltigem Wasser auffüllen, umrühren und servieren.","Secouer tous les ingrédients (sauf l'eau gazeuse) avec de la glace et filtrer dans un verre highball sur deux glaçons. Remplir d'eau gazeuse, remuer et servir.","Shakerare tutti gli ingredienti (eccetto l'acqua gassata) con ghiaccio e filtrare in un bicchiere highball su due cubetti di ghiaccio. Riempi con acqua gassata, mescola e servi.",,,https://www.thecocktaildb.com/images/media/drink/zj1usl1504884548.jpg,Light rum,Blended whiskey,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,,1/2 oz ,1 1/2 oz ,Juice of 1/2 ,1 tsp ,,,,,,,,,,,,,,N,2017-09-08 16:29:08,1/2,oz,,,
17015,Irish Russian,,,,Beer,,Alcoholic,Highball glass,Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,Añadir los ingredientes en el orden indicado en la receta. Hay que tener cuidado al añadir la Guinness para evitar un exceso de espuma. No añada hielo.,"Fügen Sie die Zutaten gemäß der im Rezept angegebenen Reihenfolge hinzu. Beim Hinzufügen des Guinness ist Vorsicht geboten, um einen Schaumüberschuss zu vermeiden. Füge kein Eis hinzu.",Ajouter les ingrédients dans l'ordre de la recette. Il faut faire attention lors de l'ajout de la Guinness pour éviter un excès de mousse. Ne pas ajouter de glace.,"Aggiungere gli ingredienti nell'ordine indicato
Bisogna fare attenzione quando si aggiunge la Guinness per evitare un eccesso di schiuma.
Non aggiungere ghiaccio.",,,https://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg,Vodka,Kahlua,Coca-Cola,Guinness stout,,,,,,,,,,,,1 shot ,1 shot ,1 dash ,Fill with ,,,,,,,,,,,,,,N,2016-02-03 15:18:50,1,shot,,,
12706,Imperial Cocktail,,,,Cocktail,,Alcoholic,Cocktail glass,Shake with ice and strain into cocktail glass.,Agitar con hielo y colar en copa de cóctel.,Mit Eis schütteln und in ein Cocktailglas abseihen.,Agiter avec de la glace et filtrer dans un verre à cocktail.,Shakerare con ghiaccio e filtrare nella coppetta da cocktail.,,,https://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg,Lime juice,Gin,Aperol,,,,,,,,,,,,,4 cl ,2 cl ,4 cl ,,,,,,,,,,,,,,,N,2017-02-20 15:13:45,4,cl,,,
12772,Iced Coffee Fillip,,,,Coffee / Tea,,Alcoholic,Coffee mug,Mix together in a coffee mug and chill before serving.,Mezclar en una taza de café y enfriar antes de servir.,In einer Kaffeetasse vermischen und vor dem Servieren kalt stellen.,,Mescolare insieme in una tazza da caffè e raffreddare prima di servire.,,,https://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg,Kahlua,Coffee,,,,,,,,,,,,,,2 tsp ,Strong cold ,,,,,,,,,,,,,,,,N,2016-02-03 15:43:43,2,tsp,,,
16987,Irish Curdling Cow,,,,Cocktail,,Alcoholic,Highball glass,"Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.","Vierta la crema irlandesa, el vodka y el bourbon en un vaso. Añade un poco de hielo y mezcla con el zumo de naranja.","Geben Sie Irish Cream, Wodka und Bourbon in ein Glas. Etwas Eis dazugeben und den Orangensaft unterrühren.","Verser la crème irlandaise, la vodka et le bourbon dans un verre. Ajoutez des glaçons et mélangez avec le jus d'orange.","Versare Irish Cream, Vodka e Bourbon in un bicchiere.
Aggiungere un po’ di ghiaccio e mescolare il succo d'arancia.",,,https://www.thecocktaildb.com/images/media/drink/yrhutv1503563730.jpg,Baileys irish cream,Bourbon,Vodka,Orange juice,,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,2-3 oz ,,,,,,,,,,,,,,N,2017-08-24 09:35:30,3/4,oz,,,
17178,Jam Donut,,,,Shot,,Alcoholic,Shot glass,"Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.",,Den Rand eines Schnapsglases mit Zucker und Zuckersirup bestreichen. Geben Sie den Chambord Himbeerlikör in das Schnapsglas und geben Sie die Baileys Irish Cream vorsichtig darüber. Servieren.,,"Rivestire il bordo di un bicchierino di zucchero con lo sciroppo di zucchero per attaccare.
Aggiungere il liquore al lampone di Chambord nel bicchierino e sovrapporre con cura la crema irlandese Baileys.",,,https://www.thecocktaildb.com/images/media/drink/uuytrp1474039804.jpg,Baileys irish cream,Chambord raspberry liqueur,Sugar syrup,Sugar,,,,,,,,,,,,2/3 oz,1/3 oz,1 tsp,2 pinches,,,,,,,,,,,,,,N,2016-09-16 16:30:04,2/3,oz,,,
16178,Jitterbug,,,,Cocktail,,Alcoholic,Cocktail Glass,"Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!","Moje el vaso, sumerja el borde en azúcar. A continuación, añada hielo. Luego añada todo lo demás. Así de sencillo.","Feuchtes Glas, Tauchrand in Zucker. Dann fügen Sie Eis hinzu. Dann füge alles andere hinzu. So einfach ist das!","Mouiller le verre, tremper le bord dans le sucre. Ajouter ensuite de la glace. Puis ajouter tout le reste. C'est aussi simple que cela !","Bagna il biicchiere, immergere il bordo nello zucchero.
Quindi aggiungi ghiaccio.
Quindi aggiungi tutto il resto.
È così semplice!",,,https://www.thecocktaildb.com/images/media/drink/wwqvrq1441245318.jpg,Gin,Vodka,Grenadine,Lime juice,Sugar,Sugar syrup,Soda water,,,,,,,,,2 jiggers ,1 jigger ,3 dashes ,1 shot ,Around rim put 1 pinch ,3 dashes ,Fill to top with ,,,,,,,,,,,N,2015-09-03 02:55:18,2,jiggers,,,
13847,Jackhammer,,,,Ordinary Drink,,Alcoholic,Collins Glass,"Serve over ice- Warning,Deadly!","Servir sobre hielo. ¡Advertencia, mortal!","Servieren Sie über Eis. Warnung, tödlich!","Servir sur de la glace - Attention, mortel !","Servire con ghiaccio - Attenzione, mortale!",,,https://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg,Jack Daniels,Amaretto,,,,,,,,,,,,,,1 oz ,1 oz ,,,,,,,,,,,,,,,,N,2017-09-02 22:48:16,1,oz,,,
13775,Jelly Bean,,,,Shot,,Alcoholic,Cordial glass,mix equal parts in pony glass-tastes just like a jelly bean!,,zu gleichen Teilen in Ponyglas mischen - schmeckt wie eine Jelly Bean!,,"Mescola parti uguali in un bicchiere, gusta proprio come una gelatina!",,,https://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg,Blackberry brandy,Anis,,,,,,,,,,,,,,1 oz ,1 oz ,,,,,,,,,,,,,,,,N,2017-09-02 22:46:37,1,oz,,,
14956,Jello shots,,,,Shot,,Alcoholic,Shot glass,"Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...",,"Kochen Sie 3 Tassen Wasser und fügen Sie dann Jello hinzu. Jello und Wasser mischen, bis Jello vollständig aufgelöst ist. Fügen Sie die beiden Tassen Wodka hinzu und mischen Sie sie zusammen. Die Mischung in Kunststoff-Schnapsgläser füllen und kühl stellen. Dann iss es weg.....",,"Fai bollire 3 tazze d'acqua e aggiungi la gelatina.
Mescolare la gelatina e l'acqua fino a quando la gelatina è completamente sciolta.
Aggiungere le due tazze di vodka e mescolale.
Versare il composto in bicchierini di plastica e raffreddare fino a quando non si rassoda.",,,https://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg,Vodka,Jello,Water,,,,,,,,,,,,,2 cups ,3 packages ,3 cups ,,,,,,,,,,,,,,,N,2017-09-08 16:35:04,2,cups,,,
14095,Jamaica Kiss,,,,Shake,,Alcoholic,Hurricane glass,Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,,"Füllen Sie einen Becher mit Eiswürfeln. Füge einen Schuss Tia Maria und einen Schuss jamaikanischen leichten Rum hinzu. Füllen Sie den Becher mit Milch. Mischen, bis sie glatt sind und sofort servieren.",,"Riempi un bicchiere con cubetti di ghiaccio.
Aggiungi un bicchierino di Tia Maria e un bicchierino di rum chiaro giamaicano.
Riempi il bicchiere di latte.
Frulla fino a ottenere un composto omogeneo e servi immediatamente.",,,https://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg,Coffee liqueur,Light rum,Ice,Milk,,,,,,,,,,,,1 shot ,1 shot Jamaican ,cubes,,,,,,,,,,,,,,,N,2015-09-03 04:05:49,1,shot,,,
11580,John Collins,,IBA,,Ordinary Drink,,Alcoholic,Collins glass,Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,Vierta todos los ingredientes directamente en un vaso highball lleno de hielo. Remover suavemente. Decorar. Añada un chorrito de amargo de Angostura.,Alle Zutaten direkt in ein mit Eis gefülltes Highball-Glas gießen. Vorsichtig umrühren. Garnieren. Füge einen Schuss Angostura-Bitter hinzu.,Verser tous les ingrédients directement dans un verre à cocktail rempli de glace. Remuer doucement. Décorer. Ajouter un trait d'Angostura bitters.,Versare tutti gli ingredienti direttamente nel bicchiere highball pieno di ghiaccio.Aggiungi un pizzico di Angostura bitter.Mescola delicatamente.,,,https://www.thecocktaildb.com/images/media/drink/0t4bv71606854479.jpg,Bourbon,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,,,,,,,,,,2 oz ,1 oz ,1 tsp superfine ,3 oz ,1 ,1 ,,,,,,,,,,https://commons.wikimedia.org/wiki/File:IBA_Cocktail_John_Collins_(29221732881).jpg,Michael Styne https://www.flickr.com/people/76148228@N00,Y,2017-09-02 12:04:31,2,oz,,,
11558,Japanese Fizz,,,,Ordinary Drink,,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.","Agitar todos los ingredientes (excepto el agua carbonatada) con hielo y colar en un vaso highball sobre dos cubitos de hielo. Rellenar con agua carbonatada, remover y servir.","Alle Zutaten (außer kohlensäurehaltigem Wasser) mit Eis schütteln und über zwei Eiswürfel in ein Highball-Glas abseihen. Mit kohlensäurehaltigem Wasser auffüllen, umrühren und servieren.","Secouer tous les ingrédients (sauf l'eau gazeuse) avec de la glace et filtrer dans un verre highball sur deux glaçons. Remplir d'eau gazeuse, remuer et servir.","Shakerare tutti gli ingredienti (eccetto l'acqua gassata) con ghiaccio e filtrare in un bicchiere highball su due cubetti di ghiaccio. Riempi con acqua gassata, mescola e servi.",,,https://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg,Blended whiskey,Lemon,Powdered sugar,Port,Egg white,Carbonated water,,,,,,,,,,1 1/2 oz ,Juice of 1/2 ,1 tsp ,1 tblsp,1 ,,,,,,,,,,,,,N,2017-09-08 16:33:51,1,1/2,oz,,
